Бит 0, power_0=688.34, power_1=16.09, pos=485540
Бит 1, power_0=1.54, power_1=6.88, pos=486860
Бит 1, power_0=0.82, power_1=3.97, pos=487520
Бит 1, power_0=0.13, power_1=0.55, pos=488180
Бит 0, power_0=572.56, power_1=15.36, pos=489170
Бит 1, power_0=7.24, power_1=900.28, pos=490600
Бит 1, power_0=9.69, power_1=841.41, pos=492030
Бит 1, power_0=9.26, power_1=766.03, pos=493460
Бит 1, power_0=0.44, power_1=2.13, pos=494560
Бит 1, power_0=0.88, power_1=4.27, pos=495220
Бит 1, power_0=0.71, power_1=3.41, pos=496100
Бит 1, power_0=7.22, power_1=615.48, pos=497090
Бит 1, power_0=9.41, power_1=566.22, pos=498520
Бит 1, power_0=0.19, power_1=0.88, pos=502370
Бит 1, power_0=10.55, power_1=45.04, pos=502920
Бит 1, power_0=1.65, power_1=8.07, pos=504130
Бит 0, power_0=961.42, power_1=19.70, pos=505780
Бит 1, power_0=1.58, power_1=6.43, pos=510620
Бит 1, power_0=8.83, power_1=37.02, pos=511390
Бит 1, power_0=0.71, power_1=2.68, pos=512050
Бит 0, power_0=802.00, power_1=15.27, pos=513700
Бит 1, power_0=1.10, power_1=2283.98, pos=514470
Бит 0, power_0=765.68, power_1=13.22, pos=516560
Бит 1, power_0=0.63, power_1=3.21, pos=518430
Бит 1, power_0=13.37, power_1=56.00, pos=518980
Бит 1, power_0=0.89, power_1=4.29, pos=519970
Бит 0, power_0=624.73, power_1=11.71, pos=521620
Бит 1, power_0=7.51, power_1=933.26, pos=523050
Бит 0, power_0=570.63, power_1=12.53, pos=524480
Бит 1, power_0=0.37, power_1=1.61, pos=526240
Бит 1, power_0=0.83, power_1=3.67, pos=526680
Бит 1, power_0=1.14, power_1=4.95, pos=527890
Бит 1, power_0=7.38, power_1=642.98, pos=529540
Бит 1, power_0=1.86, power_1=7.91, pos=534490
Бит 1, power_0=7.14, power_1=28.57, pos=535260
Бит 1, power_0=0.41, power_1=1.68, pos=535810
Бит 0, power_0=961.42, power_1=19.70, pos=539660
Бит 1, power_0=0.56, power_1=2.69, pos=542190
Бит 1, power_0=0.94, power_1=4.39, pos=542850
Бит 1, power_0=0.65, power_1=2.99, pos=543730
Бит 0, power_0=841.19, power_1=19.50, pos=544720
Бит 1, power_0=5.31, power_1=1466.29, pos=546150
Бит 1, power_0=6.90, power_1=1418.38, pos=547580
Бит 1, power_0=1.10, power_1=2283.98, pos=548350
Бит 1, power_0=0.23, power_1=1.15, pos=550000
Бит 1, power_0=11.71, power_1=48.79, pos=550550
Бит 1, power_0=1.58, power_1=7.72, pos=551650
Бит 1, power_0=6.44, power_1=1127.26, pos=552640
Бит 1, power_0=8.42, power_1=1078.59, pos=554070
Бит 0, power_0=624.73, power_1=11.71, pos=555500
Бит 1, power_0=7.51, power_1=933.26, pos=556930
Бит 1, power_0=1.98, power_1=7.64, pos=558250
Бит 1, power_0=2.58, power_1=9.88, pos=559570
Бит 0, power_0=483.94, power_1=11.54, pos=560560
Бит 0, power_0=456.84, power_1=13.55, pos=561990
Бит 1, power_0=0.79, power_1=3.86, pos=566060
Бит 1, power_0=0.88, power_1=4.24, pos=566720
Бит 1, power_0=0.41, power_1=1.94, pos=567600
Бит 1, power_0=6.43, power_1=411.78, pos=569910
Бит 1, power_0=0.42, power_1=1.93, pos=573870
Бит 1, power_0=12.66, power_1=53.04, pos=574420
Бит 1, power_0=1.25, power_1=6.08, pos=575520
Бит 1, power_0=6.82, power_1=1589.40, pos=577170
Бит 1, power_0=6.50, power_1=1508.30, pos=578600
Бит 0, power_0=849.88, power_1=15.19, pos=580030
Бит 1, power_0=2.27, power_1=9.08, pos=582120
Бит 1, power_0=2.41, power_1=10.90, pos=583440
Бит 1, power_0=7.87, power_1=1167.63, pos=585090
Бит 1, power_0=6.44, power_1=1127.26, pos=586520
Бит 0, power_0=649.84, power_1=14.90, pos=587950
Бит 1, power_0=0.75, power_1=3.38, pos=589820
Бит 1, power_0=11.94, power_1=49.42, pos=590590
Бит 1, power_0=0.23, power_1=1.18, pos=591360
Бит 0, power_0=529.86, power_1=11.46, pos=593010
Бит 0, power_0=483.94, power_1=11.54, pos=594440
Бит 0, power_0=456.84, power_1=13.55, pos=595870
Бит 1, power_0=0.29, power_1=1.41, pos=597630
Бит 1, power_0=12.42, power_1=51.42, pos=598180
Бит 1, power_0=0.62, power_1=2.78, pos=599280
Бит 1, power_0=8.51, power_1=506.28, pos=600930
Бит 1, power_0=3.01, power_1=1988.86, pos=601700
Бит 1, power_0=2.51, power_1=10.18, pos=605990
Бит 1, power_0=2.09, power_1=9.39, pos=607200
Бит 1, power_0=4.53, power_1=1697.28, pos=608190
Бит 1, power_0=4.91, power_1=1662.11, pos=609620
Бит 0, power_0=898.29, power_1=14.97, pos=611050
Бит 0, power_0=841.19, power_1=19.50, pos=612480
Бит 1, power_0=1.03, power_1=4.69, pos=613690
Бит 1, power_0=0.92, power_1=4.30, pos=614350
Бит 1, power_0=0.35, power_1=1.73, pos=615120
Бит 0, power_0=753.40, power_1=15.47, pos=616110
Бит 1, power_0=8.81, power_1=1247.93, pos=617540
Бит 1, power_0=7.87, power_1=1167.63, pos=618970
Бит 1, power_0=6.44, power_1=1127.26, pos=620400
Бит 1, power_0=0.48, power_1=2.30, pos=621500
Бит 1, power_0=13.33, power_1=55.18, pos=622050
Бит 1, power_0=1.04, power_1=5.28, pos=623040
Бит 1, power_0=9.93, power_1=917.22, pos=624030
Бит 1, power_0=8.41, power_1=845.55, pos=625460
Бит 0, power_0=529.86, power_1=11.46, pos=626890
Бит 0, power_0=483.94, power_1=11.54, pos=628320
Бит 1, power_0=0.26, power_1=1.09, pos=629310
Бит 1, power_0=0.68, power_1=3.21, pos=629750
Бит 1, power_0=1.72, power_1=6.80, pos=630960
Бит 1, power_0=1.36, power_1=6.14, pos=637560
Бит 1, power_0=0.83, power_1=4.04, pos=638220
Бит 1, power_0=0.18, power_1=0.89, pos=638990
Бит 1, power_0=2.39, power_1=2079.73, pos=639980
Бит 0, power_0=920.79, power_1=19.86, pos=642070
Бит 1, power_0=0.39, power_1=2.02, pos=645260
Бит 1, power_0=0.87, power_1=4.22, pos=645920
Бит 1, power_0=0.77, power_1=3.93, pos=646910
Бит 0, power_0=809.12, power_1=14.12, pos=648560
Бит 0, power_0=753.40, power_1=15.47, pos=649990
Бит 1, power_0=8.81, power_1=1247.93, pos=651420
Бит 1, power_0=0.15, power_1=0.68, pos=653070
Бит 1, power_0=6.64, power_1=24.93, pos=653620
Бит 1, power_0=1.78, power_1=8.57, pos=654830
Бит 0, power_0=610.64, power_1=13.70, pos=656480
Бит 0, power_0=576.73, power_1=11.56, pos=657910
Бит 0, power_0=532.22, power_1=14.93, pos=659340
Бит 1, power_0=1.37, power_1=5.67, pos=661320
Бит 1, power_0=9.59, power_1=39.98, pos=662090
Бит 1, power_0=0.82, power_1=3.11, pos=662750
Бит 0, power_0=421.25, power_1=12.67, pos=664400
Бит 1, power_0=0.54, power_1=2.77, pos=669130
Бит 1, power_0=13.42, power_1=55.86, pos=669680
Бит 1, power_0=0.96, power_1=4.75, pos=670670
Бит 1, power_0=3.38, power_1=1880.34, pos=671660
Бит 1, power_0=4.75, power_1=1829.90, pos=673090
Бит 1, power_0=0.30, power_1=1.39, pos=676940
Бит 1, power_0=0.78, power_1=3.50, pos=677380
Бит 1, power_0=1.34, power_1=5.66, pos=678590
Бит 0, power_0=850.61, power_1=15.08, pos=679580
Бит 1, power_0=7.54, power_1=1418.25, pos=681010
Бит 1, power_0=5.91, power_1=1363.87, pos=682440
Бит 1, power_0=6.64, power_1=1325.26, pos=683870
Бит 1, power_0=1.70, power_1=7.25, pos=685190
Бит 1, power_0=7.82, power_1=30.73, pos=685960
Бит 1, power_0=0.49, power_1=2.08, pos=686510
Бит 1, power_0=8.89, power_1=1078.41, pos=687500
Бит 1, power_0=6.80, power_1=1028.03, pos=688930
Бит 0, power_0=610.64, power_1=13.70, pos=690360
Бит 0, power_0=576.73, power_1=11.56, pos=691790
Бит 1, power_0=0.47, power_1=2.23, pos=692890
Бит 1, power_0=0.93, power_1=4.35, pos=693550
Бит 1, power_0=0.72, power_1=3.40, pos=694430
Бит 0, power_0=488.56, power_1=10.52, pos=695420
Бит 1, power_0=8.10, power_1=690.64, pos=696850
Бит 1, power_0=2.23, power_1=2150.08, pos=697620
Бит 1, power_0=7.99, power_1=570.32, pos=699710
Бит 1, power_0=0.18, power_1=0.90, pos=700700
Бит 1, power_0=11.05, power_1=46.32, pos=701250
Бит 1, power_0=1.71, power_1=8.39, pos=702350
Бит 1, power_0=7.41, power_1=447.74, pos=703340
Бит 1, power_0=1.73, power_1=6.83, pos=708950
Бит 1, power_0=0.68, power_1=3.20, pos=709830
Бит 1, power_0=0.25, power_1=1.08, pos=710380
Бит 1, power_0=5.01, power_1=1566.83, pos=712030
Бит 1, power_0=7.00, power_1=1506.13, pos=713460
Бит 0, power_0=802.47, power_1=18.95, pos=714890
Бит 1, power_0=0.67, power_1=3.34, pos=716760
Бит 1, power_0=0.87, power_1=4.25, pos=717420
Бит 1, power_0=0.47, power_1=2.28, pos=718300
